File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
VNP13A1_001__500_m_16_days_NDVI_doy2017193_aid0001,_500_m_16_days_NDVI,aid0001,2017-07-12,1003108.0,-0.4886,0.9994,"(-0.4886,0.9994)",0.8342841,0.0965723,0.0093262,0.8969,0.9994,0.858,0.6524,0.7991
VNP13A1_001__500_m_16_days_NDVI_doy2017201_aid0001,_500_m_16_days_NDVI,aid0001,2017-07-20,1003101.0,-0.4888,0.9996,"(-0.4888,0.9996)",0.8476398,0.1002515,0.0100504,0.9092,0.9996,0.8774,0.683,0.8187
VNP13A1_001__500_m_16_days_NDVI_doy2017209_aid0001,_500_m_16_days_NDVI,aid0001,2017-07-28,1003108.0,-0.4888,0.9996,"(-0.4888,0.9996)",0.8426762,0.1032871,0.0106682,0.908,0.9996,0.8734,0.6635,0.8102
VNP13A1_001__500_m_16_days_NDVI_doy2017217_aid0001,_500_m_16_days_NDVI,aid0001,2017-08-05,1003100.0,-0.3682,0.9996,"(-0.3682,0.9996)",0.8418872,0.101918,0.0103873,0.9065,0.9996,0.8722,0.6613,0.8084
VNP13A1_001__500_m_16_days_NDVI_doy2017225_aid0001,_500_m_16_days_NDVI,aid0001,2017-08-13,1003093.0,-0.3709,0.9991,"(-0.3709,0.9991)",0.8417833,0.097619,0.0095295,0.901,0.9991,0.8707,0.6863,0.8151
VNP13A1_001__500_m_16_days_NDVI_doy2017233_aid0001,_500_m_16_days_NDVI,aid0001,2017-08-21,1003100.0,-0.4498,0.9994,"(-0.4498,0.9994)",0.8333843,0.1044064,0.0109007,0.8942,0.9994,0.8651,0.686,0.8109
VNP13A1_001__500_m_16_days_NDVI_doy2017241_aid0001,_500_m_16_days_NDVI,aid0001,2017-08-29,1003108.0,-0.3714,0.9988,"(-0.3714,0.9988)",0.7562777,0.1038951,0.0107942,0.8237,0.9988,0.7703,0.5295,0.706
VNP13A1_001__500_m_16_days_NDVI_doy2017249_aid0001,_500_m_16_days_NDVI,aid0001,2017-09-06,1003108.0,-0.347,0.9439,"(-0.347,0.9439)",0.6729991,0.1049991,0.0110248,0.7481,0.9439,0.6789,0.3926,0.6059
VNP13A1_001__500_m_16_days_NDVI_doy2017257_aid0001,_500_m_16_days_NDVI,aid0001,2017-09-14,1003108.0,-0.5207,0.9226,"(-0.5207,0.9226)",0.6404072,0.102692,0.0105457,0.7135,0.9202,0.6472,0.3688,0.5756
VNP13A1_001__500_m_16_days_NDVI_doy2017265_aid0001,_500_m_16_days_NDVI,aid0001,2017-09-22,1003093.0,-0.5207,0.9206,"(-0.5207,0.9206)",0.5748365,0.1216658,0.0148026,0.6648,0.9206,0.5748,0.2274,0.4898
VNP13A1_001__500_m_16_days_NDVI_doy2017273_aid0001,_500_m_16_days_NDVI,aid0001,2017-09-30,1003093.0,-0.5977,0.9126,"(-0.5977,0.9126)",0.5158162,0.1412926,0.0199636,0.6244,0.9126,0.5043,0.088,0.4098
VNP13A1_001__500_m_16_days_NDVI_doy2017281_aid0001,_500_m_16_days_NDVI,aid0001,2017-10-08,1003104.0,-0.6147,0.9204,"(-0.6147,0.9204)",0.4907964,0.1474663,0.0217463,0.6067,0.9204,0.4715,0.0224,0.3726
VNP13A1_001__500_m_16_days_NDVI_doy2017289_aid0001,_500_m_16_days_NDVI,aid0001,2017-10-16,1003094.0,-0.6147,0.9204,"(-0.6147,0.9204)",0.4768556,0.1481466,0.0219474,0.5947,0.9204,0.4472,0.0028,0.3578
VNP13A1_001__500_m_16_days_NDVI_doy2017297_aid0001,_500_m_16_days_NDVI,aid0001,2017-10-24,1003100.0,-0.58,0.8861,"(-0.58,0.8861)",0.4093545,0.1357999,0.0184416,0.5036,0.8034,0.3718,0.0044,0.3037
VNP13A1_001__500_m_16_days_NDVI_doy2017305_aid0001,_500_m_16_days_NDVI,aid0001,2017-11-01,1003108.0,-0.58,0.8416,"(-0.58,0.8416)",0.3826485,0.1264188,0.0159817,0.4668,0.7359,0.3392,0.0184,0.2874
VNP13A1_001__500_m_16_days_NDVI_doy2017313_aid0001,_500_m_16_days_NDVI,aid0001,2017-11-09,1003108.0,-0.54,0.8539,"(-0.54,0.8539)",0.3682704,0.1093231,0.0119515,0.4411,0.6721,0.333,0.0562,0.2871
VNP13A1_001__500_m_16_days_NDVI_doy2017321_aid0001,_500_m_16_days_NDVI,aid0001,2017-11-17,1003089.0,-0.6076,0.8539,"(-0.6076,0.8539)",0.3658382,0.1079212,0.011647,0.4377,0.6658,0.33,0.0575,0.2856
VNP13A1_001__500_m_16_days_NDVI_doy2017329_aid0001,_500_m_16_days_NDVI,aid0001,2017-11-25,1003103.0,-0.6301,0.8271,"(-0.6301,0.8271)",0.3392488,0.096702,0.0093513,0.3985,0.5885,0.3065,0.0818,0.2718
VNP13A1_001__500_m_16_days_NDVI_doy2017337_aid0001,_500_m_16_days_NDVI,aid0001,2017-12-03,1003108.0,-0.5372,0.9587,"(-0.5372,0.9587)",0.319842,0.092051,0.0084734,0.3745,0.5408,0.2949,0.0973,0.2636
VNP13A1_001__500_m_16_days_NDVI_doy2017345_aid0001,_500_m_16_days_NDVI,aid0001,2017-12-11,1003101.0,-0.57,0.9936,"(-0.57,0.9936)",0.3085299,0.0822652,0.0067676,0.3532,0.4955,0.2848,0.116,0.2583
VNP13A1_001__500_m_16_days_NDVI_doy2017353_aid0001,_500_m_16_days_NDVI,aid0001,2017-12-19,1003108.0,-0.57,0.9071,"(-0.57,0.9071)",0.2797494,0.1167215,0.0136239,0.3445,0.4867,0.2777,0.1075,0.2497
VNP13A1_001__500_m_16_days_NDVI_doy2017361_aid0001,_500_m_16_days_NDVI,aid0001,2017-12-27,1003100.0,-0.4008,0.9875,"(-0.4008,0.9875)",0.0278496,0.0470171,0.0022106,0.0316,0.0722,0.0131,-0.0361,0.0045
VNP13A1_001__500_m_16_days_NDVI_doy2018001_aid0001,_500_m_16_days_NDVI,aid0001,2018-01-01,1003101.0,-0.4108,0.9893,"(-0.4108,0.9893)",0.1044273,0.1231071,0.0151554,0.2136,0.5145,0.0365,-0.2858,0.013
VNP13A1_001__500_m_16_days_NDVI_doy2018009_aid0001,_500_m_16_days_NDVI,aid0001,2018-01-09,1003108.0,-0.5011,0.9967,"(-0.5011,0.9967)",0.2127882,0.1155994,0.0133632,0.2829,0.5434,0.2375,-0.1513,0.1092
VNP13A1_001__500_m_16_days_NDVI_doy2018017_aid0001,_500_m_16_days_NDVI,aid0001,2018-01-17,1003103.0,-0.6124,0.8418,"(-0.6124,0.8418)",0.2717808,0.107824,0.011626,0.3321,0.4539,0.2784,0.1291,0.2509
VNP13A1_001__500_m_16_days_NDVI_doy2018025_aid0001,_500_m_16_days_NDVI,aid0001,2018-01-25,1003108.0,-0.6124,0.9366,"(-0.6124,0.9366)",0.2655145,0.1146522,0.0131451,0.331,0.4546,0.277,0.125,0.2486
VNP13A1_001__500_m_16_days_NDVI_doy2018033_aid0001,_500_m_16_days_NDVI,aid0001,2018-02-02,1003105.0,-0.5026,0.9366,"(-0.5026,0.9366)",0.2357798,0.1106198,0.0122367,0.298,0.4067,0.2556,0.1168,0.2255
VNP13A1_001__500_m_16_days_NDVI_doy2018041_aid0001,_500_m_16_days_NDVI,aid0001,2018-02-10,1003108.0,-0.4265,0.9897,"(-0.4265,0.9897)",0.1852264,0.136321,0.0185834,0.2917,0.6707,0.2363,-0.343,0.0374
VNP13A1_001__500_m_16_days_NDVI_doy2018049_aid0001,_500_m_16_days_NDVI,aid0001,2018-02-18,1003101.0,-0.5287,0.9879,"(-0.5287,0.9879)",0.2447472,0.1050052,0.0110261,0.3026,0.4071,0.2678,0.1284,0.2329
VNP13A1_001__500_m_16_days_NDVI_doy2018057_aid0001,_500_m_16_days_NDVI,aid0001,2018-02-26,1003108.0,-0.5287,0.9879,"(-0.5287,0.9879)",0.2561097,0.0907885,0.0082426,0.3029,0.3971,0.2688,0.1459,0.2401
VNP13A1_001__500_m_16_days_NDVI_doy2018065_aid0001,_500_m_16_days_NDVI,aid0001,2018-03-06,1003100.0,-0.6714,0.694,"(-0.6714,0.694)",0.2675199,0.0672417,0.0045215,0.2986,0.3832,0.2656,0.1576,0.2422
VNP13A1_001__500_m_16_days_NDVI_doy2018073_aid0001,_500_m_16_days_NDVI,aid0001,2018-03-14,1003108.0,-0.9565,0.9259,"(-0.9565,0.9259)",0.2731396,0.0645663,0.0041688,0.3019,0.3887,0.2673,0.1572,0.244
VNP13A1_001__500_m_16_days_NDVI_doy2018081_aid0001,_500_m_16_days_NDVI,aid0001,2018-03-22,1003101.0,-0.531,0.9896,"(-0.531,0.9896)",0.2625979,0.0963106,0.0092757,0.313,0.4237,0.2663,0.1285,0.2392
VNP13A1_001__500_m_16_days_NDVI_doy2018089_aid0001,_500_m_16_days_NDVI,aid0001,2018-03-30,1003094.0,-0.4574,0.8307,"(-0.4574,0.8307)",0.2635562,0.0940715,0.0088494,0.312,0.4239,0.2636,0.1255,0.2374
VNP13A1_001__500_m_16_days_NDVI_doy2018097_aid0001,_500_m_16_days_NDVI,aid0001,2018-04-07,1003101.0,-0.4664,0.7694,"(-0.4664,0.7694)",0.2821288,0.0895633,0.0080216,0.3262,0.4457,0.2751,0.127,0.2465
VNP13A1_001__500_m_16_days_NDVI_doy2018105_aid0001,_500_m_16_days_NDVI,aid0001,2018-04-15,1003096.0,-0.4664,0.8372,"(-0.4664,0.8372)",0.322815,0.0969837,0.0094058,0.3735,0.5377,0.2937,0.0998,0.264
VNP13A1_001__500_m_16_days_NDVI_doy2018113_aid0001,_500_m_16_days_NDVI,aid0001,2018-04-23,1003102.0,-0.419,0.896,"(-0.419,0.896)",0.3678054,0.1265414,0.0160127,0.4382,0.6822,0.3232,0.0315,0.2755
VNP13A1_001__500_m_16_days_NDVI_doy2018121_aid0001,_500_m_16_days_NDVI,aid0001,2018-05-01,1003108.0,-0.4085,0.9134,"(-0.4085,0.9134)",0.3903952,0.1376758,0.0189546,0.4815,0.7768,0.3435,-0.0107,0.2846
VNP13A1_001__500_m_16_days_NDVI_doy2018129_aid0001,_500_m_16_days_NDVI,aid0001,2018-05-09,1003095.0,-0.3202,0.9987,"(-0.3202,0.9987)",0.46957,0.1769265,0.031303,0.6039,0.9987,0.414,-0.0863,0.3276
VNP13A1_001__500_m_16_days_NDVI_doy2018137_aid0001,_500_m_16_days_NDVI,aid0001,2018-05-17,1003108.0,-0.4576,0.9946,"(-0.4576,0.9946)",0.5253515,0.1852168,0.0343053,0.6755,0.9946,0.4921,-0.0785,0.3739
VNP13A1_001__500_m_16_days_NDVI_doy2018145_aid0001,_500_m_16_days_NDVI,aid0001,2018-05-25,1003102.0,-0.3834,0.9505,"(-0.3834,0.9505)",0.5646205,0.1661829,0.0276168,0.6978,0.9505,0.5531,0.0244,0.4284
VNP13A1_001__500_m_16_days_NDVI_doy2018153_aid0001,_500_m_16_days_NDVI,aid0001,2018-06-02,1003108.0,-0.374,0.9505,"(-0.374,0.9505)",0.6095956,0.1675028,0.0280572,0.7505,0.9505,0.6215,0.0616,0.4749
VNP13A1_001__500_m_16_days_NDVI_doy2018161_aid0001,_500_m_16_days_NDVI,aid0001,2018-06-10,1003103.0,-0.374,0.9993,"(-0.374,0.9993)",0.7222676,0.1288544,0.0166035,0.8179,0.9993,0.7472,0.3919,0.6475
VNP13A1_001__500_m_16_days_NDVI_doy2018169_aid0001,_500_m_16_days_NDVI,aid0001,2018-06-18,1003108.0,-0.4182,0.9979,"(-0.4182,0.9979)",0.8368803,0.1027158,0.0105505,0.9005,0.9979,0.8633,0.6658,0.8066
VNP13A1_001__500_m_16_days_NDVI_doy2018177_aid0001,_500_m_16_days_NDVI,aid0001,2018-06-26,1003108.0,-0.3715,0.9958,"(-0.3715,0.9958)",0.8365812,0.0965579,0.0093234,0.8981,0.9958,0.861,0.6661,0.8053
VNP13A1_001__500_m_16_days_NDVI_doy2018185_aid0001,_500_m_16_days_NDVI,aid0001,2018-07-04,1003101.0,-0.3939,0.998,"(-0.3939,0.998)",0.8513279,0.0906279,0.0082134,0.907,0.998,0.8742,0.7003,0.8243
VNP13A1_001__500_m_16_days_NDVI_doy2018193_aid0001,_500_m_16_days_NDVI,aid0001,2018-07-12,1003095.0,-0.3666,0.9989,"(-0.3666,0.9989)",0.8460178,0.0987046,0.0097426,0.9067,0.9989,0.8725,0.6845,0.8178
VNP13A1_001__500_m_16_days_NDVI_doy2018201_aid0001,_500_m_16_days_NDVI,aid0001,2018-07-20,1003093.0,-0.3598,0.9996,"(-0.3598,0.9996)",0.8555276,0.0996636,0.0099328,0.9116,0.9996,0.8844,0.7224,0.8359
VNP13A1_001__500_m_16_days_NDVI_doy2018209_aid0001,_500_m_16_days_NDVI,aid0001,2018-07-28,1003104.0,-0.2371,0.9996,"(-0.2371,0.9996)",0.8537206,0.097296,0.0094665,0.9118,0.9996,0.8821,0.7056,0.8293
VNP13A1_001__500_m_16_days_NDVI_doy2018217_aid0001,_500_m_16_days_NDVI,aid0001,2018-08-05,1003108.0,-0.2371,0.9995,"(-0.2371,0.9995)",0.8520864,0.0974318,0.009493,0.9115,0.9995,0.8815,0.699,0.8265
VNP13A1_001__500_m_16_days_NDVI_doy2018225_aid0001,_500_m_16_days_NDVI,aid0001,2018-08-13,1003101.0,-0.3028,0.9996,"(-0.3028,0.9996)",0.8288415,0.1005245,0.0101052,0.8921,0.9996,0.8546,0.6489,0.7948
VNP13A1_001__500_m_16_days_NDVI_doy2018233_aid0001,_500_m_16_days_NDVI,aid0001,2018-08-21,1003093.0,-0.4285,0.9996,"(-0.4285,0.9996)",0.8198393,0.0994181,0.009884,0.8799,0.9996,0.8436,0.6529,0.7891
VNP13A1_001__500_m_16_days_NDVI_doy2018241_aid0001,_500_m_16_days_NDVI,aid0001,2018-08-29,1003108.0,-0.5409,0.9937,"(-0.5409,0.9937)",0.7193171,0.1260614,0.0158915,0.8119,0.9937,0.7428,0.4024,0.6481
VNP13A1_001__500_m_16_days_NDVI_doy2018249_aid0001,_500_m_16_days_NDVI,aid0001,2018-09-06,1003097.0,-0.5409,0.9937,"(-0.5409,0.9937)",0.6959237,0.1246986,0.0155497,0.7884,0.9937,0.7151,0.3712,0.6215
VNP13A1_001__500_m_16_days_NDVI_doy2018257_aid0001,_500_m_16_days_NDVI,aid0001,2018-09-14,1003105.0,-0.5925,0.9722,"(-0.5925,0.9722)",0.5474714,0.1464035,0.021434,0.6568,0.9722,0.528,0.1032,0.4353
VNP13A1_001__500_m_16_days_NDVI_doy2018265_aid0001,_500_m_16_days_NDVI,aid0001,2018-09-22,1003095.0,-0.5723,0.9136,"(-0.5723,0.9136)",0.54383,0.1510652,0.0228207,0.6601,0.9136,0.5222,0.0746,0.4257
VNP13A1_001__500_m_16_days_NDVI_doy2018273_aid0001,_500_m_16_days_NDVI,aid0001,2018-09-30,1003102.0,-0.6125,0.9953,"(-0.6125,0.9953)",0.4875265,0.1610412,0.0259343,0.6097,0.9773,0.4511,-0.0147,0.3599
VNP13A1_001__500_m_16_days_NDVI_doy2018281_aid0001,_500_m_16_days_NDVI,aid0001,2018-10-08,1003093.0,-0.6266,0.9014,"(-0.6266,0.9014)",0.4779759,0.1535338,0.0235726,0.5958,0.9014,0.446,-0.005,0.3554
VNP13A1_001__500_m_16_days_NDVI_doy2018289_aid0001,_500_m_16_days_NDVI,aid0001,2018-10-16,1003105.0,-0.5421,0.8968,"(-0.5421,0.8968)",0.4492906,0.14743,0.0217356,0.5604,0.8968,0.414,-0.0095,0.3324
VNP13A1_001__500_m_16_days_NDVI_doy2018297_aid0001,_500_m_16_days_NDVI,aid0001,2018-10-24,1003108.0,-0.6395,0.9982,"(-0.6395,0.9982)",0.3997788,0.1308098,0.0171112,0.4864,0.7663,0.365,0.0202,0.2998
VNP13A1_001__500_m_16_days_NDVI_doy2018305_aid0001,_500_m_16_days_NDVI,aid0001,2018-11-01,1003103.0,-0.5618,0.8581,"(-0.5618,0.8581)",0.3481232,0.1138023,0.012951,0.4112,0.6237,0.3106,0.057,0.2695
VNP13A1_001__500_m_16_days_NDVI_doy2018313_aid0001,_500_m_16_days_NDVI,aid0001,2018-11-09,1003108.0,-0.6374,0.823,"(-0.6374,0.823)",0.344391,0.1104524,0.0121997,0.4083,0.6177,0.3091,0.0593,0.2687
VNP13A1_001__500_m_16_days_NDVI_doy2018321_aid0001,_500_m_16_days_NDVI,aid0001,2018-11-17,1003098.0,-0.6839,0.8089,"(-0.6839,0.8089)",0.3072664,0.133062,0.0177055,0.3822,0.5679,0.2941,0.0727,0.2584
VNP13A1_001__500_m_16_days_NDVI_doy2018329_aid0001,_500_m_16_days_NDVI,aid0001,2018-11-25,1003108.0,-0.673,0.9912,"(-0.673,0.9912)",0.2492698,0.1471412,0.0216505,0.3333,0.5299,0.2692,0.0056,0.2022
VNP13A1_001__500_m_16_days_NDVI_doy2018337_aid0001,_500_m_16_days_NDVI,aid0001,2018-12-03,1003103.0,-0.6544,0.84,"(-0.6544,0.84)",0.2230112,0.1596498,0.0254881,0.3344,0.7573,0.259,-0.3906,0.0444
VNP13A1_001__500_m_16_days_NDVI_doy2018345_aid0001,_500_m_16_days_NDVI,aid0001,2018-12-11,1003094.0,-0.6879,0.9987,"(-0.6879,0.9987)",0.2701725,0.1302031,0.0169528,0.3514,0.5266,0.277,0.0594,0.2346
VNP13A1_001__500_m_16_days_NDVI_doy2018353_aid0001,_500_m_16_days_NDVI,aid0001,2018-12-19,1003104.0,-0.6635,0.9987,"(-0.6635,0.9987)",0.2691129,0.117633,0.0138375,0.3406,0.5075,0.2726,0.0624,0.2293
VNP13A1_001__500_m_16_days_NDVI_doy2018361_aid0001,_500_m_16_days_NDVI,aid0001,2018-12-27,1003097.0,-0.7794,0.9114,"(-0.7794,0.9114)",0.3072091,0.0803628,0.0064582,0.3544,0.4966,0.2897,0.1174,0.2596
VNP13A1_001__500_m_16_days_NDVI_doy2019001_aid0001,_500_m_16_days_NDVI,aid0001,2019-01-01,1003108.0,-0.7794,0.8316,"(-0.7794,0.8316)",0.3075475,0.0798817,0.0063811,0.354425,0.4965,0.2898,0.1177,0.2597
VNP13A1_001__500_m_16_days_NDVI_doy2019009_aid0001,_500_m_16_days_NDVI,aid0001,2019-01-09,1003105.0,-0.6363,0.8278,"(-0.6363,0.8278)",0.2942575,0.0746011,0.0055653,0.3329,0.4539,0.2764,0.1312,0.2522
VNP13A1_001__500_m_16_days_NDVI_doy2019017_aid0001,_500_m_16_days_NDVI,aid0001,2019-01-17,1003097.0,-0.5295,0.9071,"(-0.5295,0.9071)",0.0311825,0.0725856,0.0052687,0.0338,0.0974,0.0064,-0.0722,-0.0086
VNP13A1_001__500_m_16_days_NDVI_doy2019025_aid0001,_500_m_16_days_NDVI,aid0001,2019-01-25,1003100.0,-0.5506,0.9935,"(-0.5506,0.9935)",0.0746119,0.1012039,0.0102422,0.0964,0.2311,0.0354,-0.1281,0.0066
VNP13A1_001__500_m_16_days_NDVI_doy2019033_aid0001,_500_m_16_days_NDVI,aid0001,2019-02-02,1003108.0,-0.5506,0.9935,"(-0.5506,0.9935)",0.0735795,0.1065364,0.01135,0.1026,0.2478,0.0352,-0.1392,0.0058
VNP13A1_001__500_m_16_days_NDVI_doy2019041_aid0001,_500_m_16_days_NDVI,aid0001,2019-02-10,1003099.0,-0.513,0.6471,"(-0.513,0.6471)",0.0073137,0.0697218,0.0048611,0.0076,0.0526,-0.0112,-0.0674,-0.0224
VNP13A1_001__500_m_16_days_NDVI_doy2019049_aid0001,_500_m_16_days_NDVI,aid0001,2019-02-18,1003098.0,-0.5035,0.9506,"(-0.5035,0.9506)",0.0065544,0.075071,0.0056357,-0.0018,0.0315,-0.0145,-0.0573,-0.024
VNP13A1_001__500_m_16_days_NDVI_doy2019057_aid0001,_500_m_16_days_NDVI,aid0001,2019-02-26,1003106.0,-0.5035,0.8015,"(-0.5035,0.8015)",0.0195507,0.1138535,0.0129626,-0.0034,0.0471,-0.0256,-0.0876,-0.0371
VNP13A1_001__500_m_16_days_NDVI_doy2019065_aid0001,_500_m_16_days_NDVI,aid0001,2019-03-06,1003107.0,-0.48,0.7697,"(-0.48,0.7697)",0.259417,0.0796599,0.0063457,0.3027,0.4045,0.2646,0.133,0.2348
VNP13A1_001__500_m_16_days_NDVI_doy2019073_aid0001,_500_m_16_days_NDVI,aid0001,2019-03-14,1003106.0,-0.6215,0.8288,"(-0.6215,0.8288)",0.2663022,0.0771268,0.0059485,0.3037,0.3955,0.2682,0.1507,0.2425
VNP13A1_001__500_m_16_days_NDVI_doy2019081_aid0001,_500_m_16_days_NDVI,aid0001,2019-03-22,1003108.0,-0.6215,0.9837,"(-0.6215,0.9837)",0.2862951,0.0749601,0.005619,0.3172,0.4096,0.2783,0.1632,0.2556
VNP13A1_001__500_m_16_days_NDVI_doy2019089_aid0001,_500_m_16_days_NDVI,aid0001,2019-03-30,1003105.0,-0.7071,0.8842,"(-0.7071,0.8842)",0.3180925,0.0909707,0.0082757,0.3606,0.4992,0.2961,0.1296,0.2682
VNP13A1_001__500_m_16_days_NDVI_doy2019097_aid0001,_500_m_16_days_NDVI,aid0001,2019-04-07,1003108.0,-0.6402,0.8842,"(-0.6402,0.8842)",0.351696,0.1085455,0.0117821,0.4124,0.6084,0.3171,0.0857,0.2817
VNP13A1_001__500_m_16_days_NDVI_doy2019105_aid0001,_500_m_16_days_NDVI,aid0001,2019-04-15,1003103.0,-0.9867,0.8693,"(-0.9867,0.8693)",0.3735231,0.1174358,0.0137912,0.4494,0.6871,0.3366,0.0533,0.2909
VNP13A1_001__500_m_16_days_NDVI_doy2019113_aid0001,_500_m_16_days_NDVI,aid0001,2019-04-23,1003098.0,-0.9867,0.9149,"(-0.9867,0.9149)",0.4000684,0.1346638,0.0181343,0.4896,0.7731,0.3547,0.0171,0.3006
VNP13A1_001__500_m_16_days_NDVI_doy2019121_aid0001,_500_m_16_days_NDVI,aid0001,2019-05-01,1003104.0,-0.6747,0.9994,"(-0.6747,0.9994)",0.4375414,0.1585121,0.0251261,0.5519,0.9098,0.3875,-0.0456,0.3128
VNP13A1_001__500_m_16_days_NDVI_doy2019129_aid0001,_500_m_16_days_NDVI,aid0001,2019-05-09,1003108.0,-0.6747,0.9909,"(-0.6747,0.9909)",0.4642542,0.1734237,0.0300758,0.5958,0.9909,0.4089,-0.0784,0.3261
VNP13A1_001__500_m_16_days_NDVI_doy2019137_aid0001,_500_m_16_days_NDVI,aid0001,2019-05-17,1003103.0,-0.8263,0.9834,"(-0.8263,0.9834)",0.4790354,0.1813876,0.0329015,0.6201,0.9834,0.4256,-0.0988,0.3325
VNP13A1_001__500_m_16_days_NDVI_doy2019145_aid0001,_500_m_16_days_NDVI,aid0001,2019-05-25,1003108.0,-0.6463,0.9701,"(-0.6463,0.9701)",0.4963595,0.191403,0.0366351,0.6444,0.9701,0.4518,-0.1079,0.3434
VNP13A1_001__500_m_16_days_NDVI_doy2019153_aid0001,_500_m_16_days_NDVI,aid0001,2019-06-02,1003098.0,-0.6059,0.9596,"(-0.6059,0.9596)",0.5238011,0.1839743,0.0338465,0.6645,0.9596,0.4867,-0.0312,0.3862
VNP13A1_001__500_m_16_days_NDVI_doy2019161_aid0001,_500_m_16_days_NDVI,aid0001,2019-06-10,1003096.0,-0.7529,0.976,"(-0.7529,0.976)",0.568345,0.1717326,0.0294921,0.7093,0.976,0.5517,0.0127,0.4306
VNP13A1_001__500_m_16_days_NDVI_doy2019169_aid0001,_500_m_16_days_NDVI,aid0001,2019-06-18,1003102.0,-0.7529,0.9996,"(-0.7529,0.9996)",0.6835699,0.1384515,0.0191688,0.7875,0.9996,0.7039,0.3125,0.5975
VNP13A1_001__500_m_16_days_NDVI_doy2019177_aid0001,_500_m_16_days_NDVI,aid0001,2019-06-26,1003098.0,-0.4606,0.999,"(-0.4606,0.999)",0.7524373,0.1339097,0.0179318,0.8492,0.999,0.7819,0.4357,0.6838
VNP13A1_001__500_m_16_days_NDVI_doy2019185_aid0001,_500_m_16_days_NDVI,aid0001,2019-07-04,1003097.0,-0.4923,0.9976,"(-0.4923,0.9976)",0.7942758,0.1145926,0.0131315,0.8734,0.9976,0.8176,0.5482,0.7433
VNP13A1_001__500_m_16_days_NDVI_doy2019193_aid0001,_500_m_16_days_NDVI,aid0001,2019-07-12,1003098.0,-0.3416,0.9986,"(-0.3416,0.9986)",0.8086039,0.1101609,0.0121354,0.8852,0.9986,0.8321,0.5727,0.7602
VNP13A1_001__500_m_16_days_NDVI_doy2019201_aid0001,_500_m_16_days_NDVI,aid0001,2019-07-20,1003103.0,-0.485,0.9994,"(-0.485,0.9994)",0.8333837,0.100886,0.010178,0.8978,0.9994,0.8574,0.6513,0.7992
VNP13A1_001__500_m_16_days_NDVI_doy2019209_aid0001,_500_m_16_days_NDVI,aid0001,2019-07-28,1003108.0,-0.485,0.9994,"(-0.485,0.9994)",0.8402541,0.0961694,0.0092485,0.9011,0.9994,0.8633,0.6676,0.8077
VNP13A1_001__500_m_16_days_NDVI_doy2019217_aid0001,_500_m_16_days_NDVI,aid0001,2019-08-05,1003097.0,-0.3091,0.9988,"(-0.3091,0.9988)",0.8446326,0.0986932,0.0097403,0.9067,0.9988,0.8708,0.6707,0.8123
VNP13A1_001__500_m_16_days_NDVI_doy2019225_aid0001,_500_m_16_days_NDVI,aid0001,2019-08-13,1003108.0,-0.3091,0.9988,"(-0.3091,0.9988)",0.8597383,0.0919943,0.0084629,0.9099,0.9988,0.8841,0.7364,0.8405
VNP13A1_001__500_m_16_days_NDVI_doy2019233_aid0001,_500_m_16_days_NDVI,aid0001,2019-08-21,1003104.0,-0.4558,0.9982,"(-0.4558,0.9982)",0.8391891,0.0915052,0.0083732,0.8904,0.9982,0.8601,0.7059,0.8166
VNP13A1_001__500_m_16_days_NDVI_doy2019241_aid0001,_500_m_16_days_NDVI,aid0001,2019-08-29,1003108.0,-0.4428,0.9994,"(-0.4428,0.9994)",0.8317929,0.0895623,0.0080214,0.8843,0.9994,0.8521,0.6878,0.8057
VNP13A1_001__500_m_16_days_NDVI_doy2019249_aid0001,_500_m_16_days_NDVI,aid0001,2019-09-06,1003104.0,-0.4972,0.9994,"(-0.4972,0.9994)",0.8030038,0.0976991,0.0095451,0.8651,0.9994,0.8235,0.6204,0.7672
VNP13A1_001__500_m_16_days_NDVI_doy2019257_aid0001,_500_m_16_days_NDVI,aid0001,2019-09-14,1003098.0,-0.4972,0.977,"(-0.4972,0.977)",0.7381745,0.1147188,0.0131604,0.8162,0.977,0.7613,0.4887,0.6852
VNP13A1_001__500_m_16_days_NDVI_doy2019265_aid0001,_500_m_16_days_NDVI,aid0001,2019-09-22,1003103.0,-0.5932,0.9316,"(-0.5932,0.9316)",0.6176415,0.1409972,0.0198802,0.7316,0.9316,0.631,0.1953,0.5169
VNP13A1_001__500_m_16_days_NDVI_doy2019273_aid0001,_500_m_16_days_NDVI,aid0001,2019-09-30,1003099.0,-0.5176,0.9209,"(-0.5176,0.9209)",0.5856101,0.1374633,0.0188962,0.6946,0.9209,0.5869,0.173,0.4859
VNP13A1_001__500_m_16_days_NDVI_doy2019281_aid0001,_500_m_16_days_NDVI,aid0001,2019-10-08,1003100.0,-0.5195,0.8974,"(-0.5195,0.8974)",0.5339559,0.1516077,0.0229849,0.6577,0.8974,0.5248,0.0517,0.4152
VNP13A1_001__500_m_16_days_NDVI_doy2019289_aid0001,_500_m_16_days_NDVI,aid0001,2019-10-16,1003097.0,-0.4993,0.8682,"(-0.4993,0.8682)",0.4696628,0.1348409,0.0181821,0.5677,0.8648,0.4432,0.071,0.3689
