File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
VNP13A1_001__500_m_16_days_NDVI_doy2012353_aid0001,_500_m_16_days_NDVI,aid0001,2012-12-18,1003103.0,-0.7205,0.9893,"(-0.7205,0.9893)",0.0736807,0.1401659,0.0196465,0.0442,0.1096,0.0171,-0.0646,0.0006
VNP13A1_001__500_m_16_days_NDVI_doy2012361_aid0001,_500_m_16_days_NDVI,aid0001,2012-12-26,1003095.0,-0.628,0.9664,"(-0.628,0.9664)",0.0560188,0.105837,0.0112015,0.0417,0.1063,0.0128,-0.066,-0.0014
VNP13A1_001__500_m_16_days_NDVI_doy2013001_aid0001,_500_m_16_days_NDVI,aid0001,2013-01-01,1003103.0,-0.6,0.9983,"(-0.6,0.9983)",0.196871,0.1228881,0.0151015,0.2772,0.5238,0.2201,-0.1338,0.1128
VNP13A1_001__500_m_16_days_NDVI_doy2013009_aid0001,_500_m_16_days_NDVI,aid0001,2013-01-09,1003099.0,-0.6444,0.8411,"(-0.6444,0.8411)",0.2565179,0.0927932,0.0086106,0.3096,0.456,0.2571,0.0656,0.212
VNP13A1_001__500_m_16_days_NDVI_doy2013017_aid0001,_500_m_16_days_NDVI,aid0001,2013-01-17,1003105.0,-0.6444,0.9273,"(-0.6444,0.9273)",0.2677519,0.0826772,0.0068355,0.3129,0.4419,0.2612,0.0979,0.2269
VNP13A1_001__500_m_16_days_NDVI_doy2013025_aid0001,_500_m_16_days_NDVI,aid0001,2013-01-25,1003099.0,-0.6239,0.9909,"(-0.6239,0.9909)",0.2500769,0.0899494,0.0080909,0.2995,0.4186,0.2551,0.101,0.2201
VNP13A1_001__500_m_16_days_NDVI_doy2013033_aid0001,_500_m_16_days_NDVI,aid0001,2013-02-02,1003098.0,-0.5951,0.9959,"(-0.5951,0.9959)",0.2459757,0.0982265,0.0096484,0.2996,0.4068,0.2643,0.1209,0.2281
VNP13A1_001__500_m_16_days_NDVI_doy2013041_aid0001,_500_m_16_days_NDVI,aid0001,2013-02-10,1003103.0,-0.5846,0.9295,"(-0.5846,0.9295)",0.2492384,0.0957155,0.0091614,0.3006,0.4018,0.2657,0.1319,0.2331
VNP13A1_001__500_m_16_days_NDVI_doy2013049_aid0001,_500_m_16_days_NDVI,aid0001,2013-02-18,1003105.0,-0.5365,0.8008,"(-0.5365,0.8008)",0.1883994,0.1221957,0.0149318,0.2708,0.5914,0.2382,-0.2639,0.0569
VNP13A1_001__500_m_16_days_NDVI_doy2013057_aid0001,_500_m_16_days_NDVI,aid0001,2013-02-26,1003102.0,-0.4857,0.9804,"(-0.4857,0.9804)",0.1179697,0.1279804,0.016379,0.2468,0.6156,0.0693,-0.37,-0.0022
VNP13A1_001__500_m_16_days_NDVI_doy2013065_aid0001,_500_m_16_days_NDVI,aid0001,2013-03-06,1003102.0,-0.4536,0.9804,"(-0.4536,0.9804)",0.1702257,0.1277061,0.0163089,0.2728,0.627,0.2087,-0.3166,0.0349
VNP13A1_001__500_m_16_days_NDVI_doy2013073_aid0001,_500_m_16_days_NDVI,aid0001,2013-03-14,1003104.0,-0.4772,0.8276,"(-0.4772,0.8276)",0.227222,0.1007891,0.0101584,0.2918,0.4937,0.2541,-0.0447,0.1572
VNP13A1_001__500_m_16_days_NDVI_doy2013081_aid0001,_500_m_16_days_NDVI,aid0001,2013-03-22,1003102.0,-0.5897,0.7682,"(-0.5897,0.7682)",0.2644058,0.0832861,0.0069366,0.3078,0.4023,0.2742,0.1503,0.2448
VNP13A1_001__500_m_16_days_NDVI_doy2013089_aid0001,_500_m_16_days_NDVI,aid0001,2013-03-30,1003108.0,-0.585,0.9887,"(-0.585,0.9887)",0.2967861,0.0713375,0.005089,0.3245,0.4209,0.2857,0.1638,0.2602
VNP13A1_001__500_m_16_days_NDVI_doy2013097_aid0001,_500_m_16_days_NDVI,aid0001,2013-04-07,1003098.0,-0.5875,0.9991,"(-0.5875,0.9991)",0.3148446,0.1021284,0.0104302,0.3577,0.4987,0.2937,0.1227,0.2637
VNP13A1_001__500_m_16_days_NDVI_doy2013105_aid0001,_500_m_16_days_NDVI,aid0001,2013-04-15,1003100.0,-0.5945,0.8897,"(-0.5945,0.8897)",0.3363266,0.113661,0.0129188,0.4032,0.6132,0.3059,0.0532,0.2632
VNP13A1_001__500_m_16_days_NDVI_doy2013113_aid0001,_500_m_16_days_NDVI,aid0001,2013-04-23,1003103.0,-0.4606,0.9185,"(-0.4606,0.9185)",0.3428202,0.1178691,0.0138931,0.415,0.6419,0.3098,0.0368,0.2637
VNP13A1_001__500_m_16_days_NDVI_doy2013121_aid0001,_500_m_16_days_NDVI,aid0001,2013-05-01,1003102.0,-0.4571,0.9303,"(-0.4571,0.9303)",0.4242774,0.1604026,0.025729,0.5482,0.9289,0.3798,-0.0879,0.2937
VNP13A1_001__500_m_16_days_NDVI_doy2013129_aid0001,_500_m_16_days_NDVI,aid0001,2013-05-09,1003102.0,-0.471,0.9881,"(-0.471,0.9881)",0.4531015,0.1797982,0.0323274,0.5906,0.9881,0.40605,-0.1269,0.3036
VNP13A1_001__500_m_16_days_NDVI_doy2013137_aid0001,_500_m_16_days_NDVI,aid0001,2013-05-17,1003101.0,-0.4938,0.996,"(-0.4938,0.996)",0.4955161,0.1794638,0.0322072,0.6397,0.996,0.4478,-0.0923,0.3469
VNP13A1_001__500_m_16_days_NDVI_doy2013145_aid0001,_500_m_16_days_NDVI,aid0001,2013-05-25,1003104.0,-0.4977,0.9994,"(-0.4977,0.9994)",0.5125995,0.1899022,0.0360629,0.6657,0.9994,0.459,-0.108,0.3562
VNP13A1_001__500_m_16_days_NDVI_doy2013153_aid0001,_500_m_16_days_NDVI,aid0001,2013-06-02,1003095.0,-0.6915,0.9969,"(-0.6915,0.9969)",0.5445784,0.1770297,0.0313395,0.6812,0.9969,0.5072,-0.0048,0.4067
VNP13A1_001__500_m_16_days_NDVI_doy2013161_aid0001,_500_m_16_days_NDVI,aid0001,2013-06-10,1003104.0,-0.6915,0.9921,"(-0.6915,0.9921)",0.5639106,0.1638434,0.0268447,0.6879,0.9921,0.5411,0.0547,0.4344
VNP13A1_001__500_m_16_days_NDVI_doy2013169_aid0001,_500_m_16_days_NDVI,aid0001,2013-06-18,1003101.0,-0.3965,0.9968,"(-0.3965,0.9968)",0.6510004,0.1421435,0.0202048,0.7609,0.9968,0.6621,0.2469,0.5553
VNP13A1_001__500_m_16_days_NDVI_doy2013177_aid0001,_500_m_16_days_NDVI,aid0001,2013-06-26,1003103.0,-0.4408,0.9971,"(-0.4408,0.9971)",0.6994615,0.1367997,0.0187142,0.8019,0.9971,0.7242,0.3457,0.6194
VNP13A1_001__500_m_16_days_NDVI_doy2013185_aid0001,_500_m_16_days_NDVI,aid0001,2013-07-04,1003102.0,-0.4577,0.9976,"(-0.4577,0.9976)",0.7798751,0.1103885,0.0121856,0.8562,0.9976,0.8022,0.5415,0.7303
VNP13A1_001__500_m_16_days_NDVI_doy2013193_aid0001,_500_m_16_days_NDVI,aid0001,2013-07-12,1003101.0,-0.4776,0.9976,"(-0.4776,0.9976)",0.7916845,0.1082576,0.0117197,0.8662,0.9976,0.8153,0.5652,0.7458
VNP13A1_001__500_m_16_days_NDVI_doy2013201_aid0001,_500_m_16_days_NDVI,aid0001,2013-07-20,1003102.0,-0.5387,0.9995,"(-0.5387,0.9995)",0.8036547,0.1023249,0.0104704,0.8728,0.9995,0.8267,0.5953,0.7618
VNP13A1_001__500_m_16_days_NDVI_doy2013209_aid0001,_500_m_16_days_NDVI,aid0001,2013-07-28,1003100.0,-0.5387,0.9991,"(-0.5387,0.9991)",0.8120492,0.1013135,0.0102644,0.8794,0.9991,0.837,0.6124,0.7726
VNP13A1_001__500_m_16_days_NDVI_doy2013217_aid0001,_500_m_16_days_NDVI,aid0001,2013-08-05,1003102.0,-0.3276,0.9994,"(-0.3276,0.9994)",0.8342971,0.0942479,0.0088827,0.8924,0.9994,0.8595,0.6767,0.8061
VNP13A1_001__500_m_16_days_NDVI_doy2013225_aid0001,_500_m_16_days_NDVI,aid0001,2013-08-13,1003101.0,-0.3276,0.9986,"(-0.3276,0.9986)",0.8204891,0.1021382,0.0104322,0.8879,0.9986,0.8503,0.6274,0.7837
VNP13A1_001__500_m_16_days_NDVI_doy2013233_aid0001,_500_m_16_days_NDVI,aid0001,2013-08-21,1003103.0,-0.3449,0.9946,"(-0.3449,0.9946)",0.7912155,0.0995526,0.0099107,0.8625,0.9946,0.8117,0.5598,0.7414
VNP13A1_001__500_m_16_days_NDVI_doy2013241_aid0001,_500_m_16_days_NDVI,aid0001,2013-08-29,1003100.0,-0.4268,0.9946,"(-0.4268,0.9946)",0.7723796,0.0988136,0.0097641,0.8422,0.9946,0.7874,0.5382,0.7206
VNP13A1_001__500_m_16_days_NDVI_doy2013249_aid0001,_500_m_16_days_NDVI,aid0001,2013-09-06,1003101.0,-0.5598,0.9656,"(-0.5598,0.9656)",0.7165517,0.1014429,0.0102907,0.7883,0.9656,0.7257,0.4633,0.6583
VNP13A1_001__500_m_16_days_NDVI_doy2013257_aid0001,_500_m_16_days_NDVI,aid0001,2013-09-14,1003108.0,-0.5508,0.9656,"(-0.5508,0.9656)",0.667557,0.1202428,0.0144583,0.7554,0.9656,0.678,0.3469,0.592
VNP13A1_001__500_m_16_days_NDVI_doy2013265_aid0001,_500_m_16_days_NDVI,aid0001,2013-09-22,1003103.0,-0.606,0.92,"(-0.606,0.92)",0.6130372,0.114872,0.0131956,0.6945,0.92,0.6155,0.2993,0.5364
VNP13A1_001__500_m_16_days_NDVI_doy2013273_aid0001,_500_m_16_days_NDVI,aid0001,2013-09-30,1003108.0,-0.606,0.9211,"(-0.606,0.9211)",0.5514713,0.1404621,0.0197296,0.6574,0.9211,0.5495,0.1363,0.4486
VNP13A1_001__500_m_16_days_NDVI_doy2013281_aid0001,_500_m_16_days_NDVI,aid0001,2013-10-08,1003101.0,-0.6031,0.9211,"(-0.6031,0.9211)",0.4840355,0.1419544,0.0201511,0.5917,0.9086,0.4564,0.0505,0.3752
VNP13A1_001__500_m_16_days_NDVI_doy2013289_aid0001,_500_m_16_days_NDVI,aid0001,2013-10-16,1003100.0,-0.6511,0.8863,"(-0.6511,0.8863)",0.4183507,0.1327124,0.0176126,0.5129,0.8101,0.385,0.0175,0.3147
VNP13A1_001__500_m_16_days_NDVI_doy2013297_aid0001,_500_m_16_days_NDVI,aid0001,2013-10-24,1003104.0,-0.6555,0.8695,"(-0.6555,0.8695)",0.4079993,0.1297774,0.0168422,0.5054,0.8058,0.3714,0.0051,0.3051
VNP13A1_001__500_m_16_days_NDVI_doy2013305_aid0001,_500_m_16_days_NDVI,aid0001,2013-11-01,1003103.0,-0.6393,0.8695,"(-0.6393,0.8695)",0.3846432,0.1233335,0.0152111,0.4775,0.7629,0.35,0.0018,0.2872
VNP13A1_001__500_m_16_days_NDVI_doy2013313_aid0001,_500_m_16_days_NDVI,aid0001,2013-11-09,1003104.0,-0.6899,0.8505,"(-0.6899,0.8505)",0.3590409,0.1135091,0.0128843,0.4405,0.6914,0.3235,0.0224,0.2732
VNP13A1_001__500_m_16_days_NDVI_doy2013321_aid0001,_500_m_16_days_NDVI,aid0001,2013-11-17,1003100.0,-0.7016,0.8417,"(-0.7016,0.8417)",0.3441522,0.108378,0.0117458,0.416,0.6387,0.3106,0.0449,0.2675
VNP13A1_001__500_m_16_days_NDVI_doy2013329_aid0001,_500_m_16_days_NDVI,aid0001,2013-11-25,1003103.0,-0.6209,0.7703,"(-0.6209,0.7703)",0.3030712,0.0917416,0.0084165,0.3569,0.5186,0.2796,0.0874,0.2491
VNP13A1_001__500_m_16_days_NDVI_doy2013337_aid0001,_500_m_16_days_NDVI,aid0001,2013-12-03,1003096.0,-0.5982,0.9217,"(-0.5982,0.9217)",0.2753232,0.1105458,0.0122204,0.3378,0.4878,0.27,0.0878,0.2378
VNP13A1_001__500_m_16_days_NDVI_doy2013345_aid0001,_500_m_16_days_NDVI,aid0001,2013-12-11,1003108.0,-0.5007,0.9798,"(-0.5007,0.9798)",0.0999218,0.1112394,0.0123742,0.188,0.4409,0.0419,-0.2208,0.0194
VNP13A1_001__500_m_16_days_NDVI_doy2013353_aid0001,_500_m_16_days_NDVI,aid0001,2013-12-19,1003108.0,-0.4387,0.8839,"(-0.4387,0.8839)",0.1116406,0.1172782,0.0137542,0.2362,0.5767,0.0477,-0.3244,0.0092
VNP13A1_001__500_m_16_days_NDVI_doy2013361_aid0001,_500_m_16_days_NDVI,aid0001,2013-12-27,1003102.0,-0.4953,0.8839,"(-0.4953,0.8839)",0.1181783,0.1146193,0.0131376,0.236,0.5663,0.0662,-0.3121,0.0157
VNP13A1_001__500_m_16_days_NDVI_doy2014001_aid0001,_500_m_16_days_NDVI,aid0001,2014-01-01,1003103.0,-0.4953,0.9761,"(-0.4953,0.9761)",0.1517963,0.1176694,0.0138461,0.2494,0.5811,0.1716,-0.3071,0.0266
VNP13A1_001__500_m_16_days_NDVI_doy2014009_aid0001,_500_m_16_days_NDVI,aid0001,2014-01-09,1003108.0,-0.5176,0.9233,"(-0.5176,0.9233)",0.172647,0.1172259,0.0137419,0.2595,0.578,0.2236,-0.2812,0.0431
VNP13A1_001__500_m_16_days_NDVI_doy2014017_aid0001,_500_m_16_days_NDVI,aid0001,2014-01-17,1003108.0,-0.5176,0.9263,"(-0.5176,0.9263)",0.1803002,0.1181802,0.0139666,0.2627,0.5859,0.2314,-0.2785,0.0436
VNP13A1_001__500_m_16_days_NDVI_doy2014025_aid0001,_500_m_16_days_NDVI,aid0001,2014-01-25,1003108.0,-0.2955,0.8032,"(-0.2955,0.8032)",0.1746109,0.1251951,0.0156738,0.2634,0.6269,0.2319,-0.2955,0.0205
VNP13A1_001__500_m_16_days_NDVI_doy2014033_aid0001,_500_m_16_days_NDVI,aid0001,2014-02-02,1003108.0,-0.3572,0.7544,"(-0.3572,0.7544)",0.0487507,0.082172,0.0067522,0.0418,0.1013,0.0141,-0.0552,0.0021
VNP13A1_001__500_m_16_days_NDVI_doy2014041_aid0001,_500_m_16_days_NDVI,aid0001,2014-02-10,1003108.0,-0.4006,0.6843,"(-0.4006,0.6843)",0.0998815,0.1145503,0.0131218,0.2276,0.5629,0.0333,-0.3251,0.0022
VNP13A1_001__500_m_16_days_NDVI_doy2014049_aid0001,_500_m_16_days_NDVI,aid0001,2014-02-18,1003108.0,-0.5907,0.6991,"(-0.5907,0.6991)",0.1038017,0.1212047,0.0146906,0.236,0.5781,0.0424,-0.346,-0.0065
VNP13A1_001__500_m_16_days_NDVI_doy2014057_aid0001,_500_m_16_days_NDVI,aid0001,2014-02-26,1003092.0,-0.6435,0.7415,"(-0.6435,0.7415)",0.1950263,0.1196573,0.0143179,0.2708,0.464,0.2395,-0.0514,0.1419
VNP13A1_001__500_m_16_days_NDVI_doy2014065_aid0001,_500_m_16_days_NDVI,aid0001,2014-03-06,1003102.0,-0.4969,0.9823,"(-0.4969,0.9823)",0.2451689,0.0800972,0.0064156,0.2859,0.3682,0.2559,0.1487,0.231
VNP13A1_001__500_m_16_days_NDVI_doy2014073_aid0001,_500_m_16_days_NDVI,aid0001,2014-03-14,1003108.0,-0.5027,0.9808,"(-0.5027,0.9808)",0.2607035,0.0621658,0.0038646,0.2906,0.3686,0.2615,0.1606,0.2386
VNP13A1_001__500_m_16_days_NDVI_doy2014081_aid0001,_500_m_16_days_NDVI,aid0001,2014-03-22,1003102.0,-0.5245,0.7455,"(-0.5245,0.7455)",0.2761688,0.057677,0.0033266,0.3028,0.386,0.2697,0.1641,0.2473
VNP13A1_001__500_m_16_days_NDVI_doy2014089_aid0001,_500_m_16_days_NDVI,aid0001,2014-03-30,1003108.0,-0.5065,0.7455,"(-0.5065,0.7455)",0.2835275,0.0590381,0.0034855,0.3124,0.4049,0.274,0.1582,0.2507
VNP13A1_001__500_m_16_days_NDVI_doy2014097_aid0001,_500_m_16_days_NDVI,aid0001,2014-04-07,1003102.0,-0.5,0.7782,"(-0.5,0.7782)",0.3139269,0.0852266,0.0072636,0.3566,0.5003,0.2911,0.1171,0.2608
VNP13A1_001__500_m_16_days_NDVI_doy2014105_aid0001,_500_m_16_days_NDVI,aid0001,2014-04-15,1003091.0,-0.524,0.8061,"(-0.524,0.8061)",0.3228241,0.0889753,0.0079166,0.3706,0.5296,0.2965,0.1056,0.2646
VNP13A1_001__500_m_16_days_NDVI_doy2014113_aid0001,_500_m_16_days_NDVI,aid0001,2014-04-23,1003100.0,-0.5174,0.9487,"(-0.5174,0.9487)",0.3611699,0.1199137,0.0143793,0.4388,0.6884,0.321,0.0229,0.2724
VNP13A1_001__500_m_16_days_NDVI_doy2014121_aid0001,_500_m_16_days_NDVI,aid0001,2014-05-01,1003093.0,-0.402,0.99,"(-0.402,0.99)",0.3787443,0.1255598,0.0157653,0.4607,0.7239,0.3395,0.022,0.2852
VNP13A1_001__500_m_16_days_NDVI_doy2014129_aid0001,_500_m_16_days_NDVI,aid0001,2014-05-09,1003102.0,-0.5195,0.9249,"(-0.5195,0.9249)",0.4294407,0.1664487,0.0277052,0.5577,0.9249,0.3756,-0.1059,0.2922
VNP13A1_001__500_m_16_days_NDVI_doy2014137_aid0001,_500_m_16_days_NDVI,aid0001,2014-05-17,1003108.0,-0.531,0.9991,"(-0.531,0.9991)",0.4488251,0.1802006,0.0324723,0.5869,0.9991,0.3916,-0.1322,0.2991
VNP13A1_001__500_m_16_days_NDVI_doy2014145_aid0001,_500_m_16_days_NDVI,aid0001,2014-05-25,1003100.0,-0.5348,0.9995,"(-0.5348,0.9995)",0.5168358,0.1751517,0.0306781,0.6469,0.9995,0.4769,-0.0263,0.3776
VNP13A1_001__500_m_16_days_NDVI_doy2014153_aid0001,_500_m_16_days_NDVI,aid0001,2014-06-02,1003108.0,-0.4944,0.9984,"(-0.4944,0.9984)",0.5735672,0.1576579,0.024856,0.695,0.9984,0.5604,0.0871,0.4517
VNP13A1_001__500_m_16_days_NDVI_doy2014161_aid0001,_500_m_16_days_NDVI,aid0001,2014-06-10,1003100.0,-0.5115,0.9979,"(-0.5115,0.9979)",0.6835551,0.137161,0.0188131,0.7889,0.9979,0.7012,0.3059,0.5957
VNP13A1_001__500_m_16_days_NDVI_doy2014169_aid0001,_500_m_16_days_NDVI,aid0001,2014-06-18,1003108.0,-0.5115,0.9995,"(-0.5115,0.9995)",0.7048613,0.1345553,0.0181051,0.8079,0.9995,0.7247,0.3422,0.6216
VNP13A1_001__500_m_16_days_NDVI_doy2014177_aid0001,_500_m_16_days_NDVI,aid0001,2014-06-26,1003102.0,-0.4523,0.9996,"(-0.4523,0.9996)",0.8012317,0.110922,0.0123037,0.873,0.9996,0.8273,0.591,0.7602
VNP13A1_001__500_m_16_days_NDVI_doy2014185_aid0001,_500_m_16_days_NDVI,aid0001,2014-07-04,1003095.0,-0.6543,0.9995,"(-0.6543,0.9995)",0.8082388,0.1091631,0.0119166,0.8782,0.9995,0.8341,0.6065,0.7695
VNP13A1_001__500_m_16_days_NDVI_doy2014193_aid0001,_500_m_16_days_NDVI,aid0001,2014-07-12,1003103.0,-0.6543,0.9995,"(-0.6543,0.9995)",0.8386277,0.0967237,0.0093555,0.8968,0.9995,0.8619,0.6823,0.811
VNP13A1_001__500_m_16_days_NDVI_doy2014201_aid0001,_500_m_16_days_NDVI,aid0001,2014-07-20,1003086.0,-0.2613,0.9996,"(-0.2613,0.9996)",0.8412864,0.0944769,0.0089259,0.8978,0.9996,0.8651,0.6921,0.8155
VNP13A1_001__500_m_16_days_NDVI_doy2014209_aid0001,_500_m_16_days_NDVI,aid0001,2014-07-28,1003094.0,-0.4183,0.9997,"(-0.4183,0.9997)",0.8551485,0.0955307,0.0091261,0.9083,0.9997,0.8799,0.7251,0.835
VNP13A1_001__500_m_16_days_NDVI_doy2014217_aid0001,_500_m_16_days_NDVI,aid0001,2014-08-05,1003108.0,-0.482,0.9997,"(-0.482,0.9997)",0.8644896,0.0873094,0.0076229,0.9113,0.9997,0.8858,0.7488,0.8463
VNP13A1_001__500_m_16_days_NDVI_doy2014225_aid0001,_500_m_16_days_NDVI,aid0001,2014-08-13,1003108.0,-0.482,0.9984,"(-0.482,0.9984)",0.8610304,0.0820227,0.0067277,0.9056,0.9984,0.879,0.7454,0.8415
VNP13A1_001__500_m_16_days_NDVI_doy2014233_aid0001,_500_m_16_days_NDVI,aid0001,2014-08-21,1003108.0,-0.584,0.9987,"(-0.584,0.9987)",0.8469557,0.083069,0.0069005,0.8907,0.9867,0.863,0.7307,0.8267
VNP13A1_001__500_m_16_days_NDVI_doy2014241_aid0001,_500_m_16_days_NDVI,aid0001,2014-08-29,1003102.0,-0.5976,0.9978,"(-0.5976,0.9978)",0.8436802,0.0829683,0.0068837,0.8882,0.9857,0.8596,0.7227,0.822
VNP13A1_001__500_m_16_days_NDVI_doy2014249_aid0001,_500_m_16_days_NDVI,aid0001,2014-09-06,1003108.0,-0.5976,0.9976,"(-0.5976,0.9976)",0.8024745,0.092469,0.0085505,0.8577,0.9812,0.82,0.6392,0.7703
VNP13A1_001__500_m_16_days_NDVI_doy2014257_aid0001,_500_m_16_days_NDVI,aid0001,2014-09-14,1003102.0,-0.7459,0.9394,"(-0.7459,0.9394)",0.6834695,0.10855,0.0117831,0.759,0.9394,0.697,0.4168,0.6221
VNP13A1_001__500_m_16_days_NDVI_doy2014265_aid0001,_500_m_16_days_NDVI,aid0001,2014-09-22,1003108.0,-0.7459,0.9157,"(-0.7459,0.9157)",0.5953994,0.1321639,0.0174673,0.6937,0.9157,0.6033,0.216,0.5026
VNP13A1_001__500_m_16_days_NDVI_doy2014273_aid0001,_500_m_16_days_NDVI,aid0001,2014-09-30,1003108.0,-0.59,0.9094,"(-0.59,0.9094)",0.4959731,0.1458895,0.0212838,0.6125,0.9094,0.4678,0.0304,0.3794
VNP13A1_001__500_m_16_days_NDVI_doy2014281_aid0001,_500_m_16_days_NDVI,aid0001,2014-10-08,1003108.0,-0.6133,0.9094,"(-0.6133,0.9094)",0.4853396,0.1442045,0.0207949,0.5985,0.9094,0.4576,0.0285,0.3705
VNP13A1_001__500_m_16_days_NDVI_doy2014289_aid0001,_500_m_16_days_NDVI,aid0001,2014-10-16,1003093.0,-0.6245,0.9017,"(-0.6245,0.9017)",0.4469564,0.1387857,0.0192615,0.5554,0.8865,0.4148,0.0025,0.334
VNP13A1_001__500_m_16_days_NDVI_doy2014297_aid0001,_500_m_16_days_NDVI,aid0001,2014-10-24,1003108.0,-0.6245,0.9014,"(-0.6245,0.9014)",0.4184945,0.1365507,0.0186461,0.5207,0.8397,0.3815,-0.0115,0.3078
VNP13A1_001__500_m_16_days_NDVI_doy2014305_aid0001,_500_m_16_days_NDVI,aid0001,2014-11-01,1003102.0,-0.5569,0.8808,"(-0.5569,0.8808)",0.3710242,0.1181903,0.0139689,0.4492,0.6985,0.3319,0.034,0.283
VNP13A1_001__500_m_16_days_NDVI_doy2014313_aid0001,_500_m_16_days_NDVI,aid0001,2014-11-09,1003108.0,-0.5765,0.9989,"(-0.5765,0.9989)",0.2816461,0.1554579,0.0241671,0.3759,0.6133,0.2797,-0.0197,0.2176
VNP13A1_001__500_m_16_days_NDVI_doy2014321_aid0001,_500_m_16_days_NDVI,aid0001,2014-11-17,1003108.0,-0.5857,0.9972,"(-0.5857,0.9972)",0.2795678,0.1252503,0.0156876,0.3511,0.5152,0.2769,0.0776,0.2417
VNP13A1_001__500_m_16_days_NDVI_doy2014329_aid0001,_500_m_16_days_NDVI,aid0001,2014-11-25,1003108.0,-0.5857,0.992,"(-0.5857,0.992)",0.2860331,0.1115204,0.0124368,0.345,0.4948,0.2761,0.0953,0.2451
VNP13A1_001__500_m_16_days_NDVI_doy2014337_aid0001,_500_m_16_days_NDVI,aid0001,2014-12-03,1003100.0,-0.5842,0.9854,"(-0.5842,0.9854)",0.2963688,0.0817975,0.0066908,0.3426,0.4837,0.2782,0.1074,0.2485
VNP13A1_001__500_m_16_days_NDVI_doy2014345_aid0001,_500_m_16_days_NDVI,aid0001,2014-12-11,1003094.0,-0.5842,0.9954,"(-0.5842,0.9954)",0.2904999,0.0818992,0.0067075,0.3373,0.4744,0.2748,0.1088,0.2459
VNP13A1_001__500_m_16_days_NDVI_doy2014353_aid0001,_500_m_16_days_NDVI,aid0001,2014-12-19,1003093.0,-0.637,0.9985,"(-0.637,0.9985)",0.2303087,0.1427828,0.0203869,0.3282,0.6949,0.2623,-0.2875,0.0818
VNP13A1_001__500_m_16_days_NDVI_doy2014361_aid0001,_500_m_16_days_NDVI,aid0001,2014-12-27,1003092.0,-0.637,0.9985,"(-0.637,0.9985)",0.2189097,0.1471627,0.0216569,0.325,0.7516,0.2561,-0.3884,0.0396
VNP13A1_001__500_m_16_days_NDVI_doy2015001_aid0001,_500_m_16_days_NDVI,aid0001,2015-01-01,1003097.0,-0.4501,0.9279,"(-0.4501,0.9279)",0.1336006,0.1207788,0.0145875,0.2459,0.5749,0.0654,-0.2839,0.0256
VNP13A1_001__500_m_16_days_NDVI_doy2015009_aid0001,_500_m_16_days_NDVI,aid0001,2015-01-09,1003103.0,-0.4501,0.8078,"(-0.4501,0.8078)",0.2361083,0.0908716,0.0082576,0.2867,0.4197,0.249,0.065,0.198
VNP13A1_001__500_m_16_days_NDVI_doy2015017_aid0001,_500_m_16_days_NDVI,aid0001,2015-01-17,1003096.0,-0.5986,0.8359,"(-0.5986,0.8359)",0.2596943,0.0718345,0.0051602,0.2953,0.3892,0.2588,0.1388,0.2327
VNP13A1_001__500_m_16_days_NDVI_doy2015025_aid0001,_500_m_16_days_NDVI,aid0001,2015-01-25,1003105.0,-0.563,0.8257,"(-0.563,0.8257)",0.2432008,0.0949137,0.0090086,0.2896,0.3764,0.2567,0.1449,0.2317
VNP13A1_001__500_m_16_days_NDVI_doy2015033_aid0001,_500_m_16_days_NDVI,aid0001,2015-02-02,1003102.0,-0.4649,0.8619,"(-0.4649,0.8619)",0.0291646,0.0732738,0.0053691,0.0309,0.0952,-0.0007,-0.0763,-0.012
VNP13A1_001__500_m_16_days_NDVI_doy2015041_aid0001,_500_m_16_days_NDVI,aid0001,2015-02-10,1003103.0,-0.4785,0.9811,"(-0.4785,0.9811)",0.0863416,0.0982413,0.0096513,0.1619,0.3977,0.0483,-0.2288,0.0047
VNP13A1_001__500_m_16_days_NDVI_doy2015049_aid0001,_500_m_16_days_NDVI,aid0001,2015-02-18,1003096.0,-0.3414,0.9955,"(-0.3414,0.9955)",0.0871826,0.1017489,0.0103528,0.1792,0.4431,0.032,-0.2508,0.0032
VNP13A1_001__500_m_16_days_NDVI_doy2015057_aid0001,_500_m_16_days_NDVI,aid0001,2015-02-26,1003103.0,-0.5718,0.781,"(-0.5718,0.781)",0.2532795,0.0629411,0.0039616,0.2838,0.355,0.2589,0.1651,0.2363
VNP13A1_001__500_m_16_days_NDVI_doy2015065_aid0001,_500_m_16_days_NDVI,aid0001,2015-03-06,1003108.0,-0.6262,0.781,"(-0.6262,0.781)",0.2654798,0.0618193,0.0038216,0.2923,0.365,0.2655,0.1711,0.2438
VNP13A1_001__500_m_16_days_NDVI_doy2015073_aid0001,_500_m_16_days_NDVI,aid0001,2015-03-14,1003101.0,-0.6262,0.755,"(-0.6262,0.755)",0.2790217,0.0556259,0.0030942,0.3003,0.3735,0.2714,0.1783,0.2515
VNP13A1_001__500_m_16_days_NDVI_doy2015081_aid0001,_500_m_16_days_NDVI,aid0001,2015-03-22,1003102.0,-0.5949,0.7667,"(-0.5949,0.7667)",0.2986391,0.0625056,0.0039069,0.3271,0.4247,0.2846,0.1644,0.262
